User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_832,Chevy Bolt,75,Station_48,Los Angeles,02/04/2024 15:00,02/04/2024 17:14,51.02,3.03,45.8,39.13,Afternoon,Sunday,50.76,61.77,270.62,11.01,1,Level 1,Casual Driver
User_833,Nissan Leaf,12.03,Station_51,San Francisco,02/04/2024 16:00,02/04/2024 16:39,62.63,0.67,9.04,17.68,Evening,Saturday,14.34,94.94,288.55,47.32,0,DC Fast Charger,Casual Driver
User_834,Tesla Model 3,105.29,Station_299,Houston,02/04/2024 17:00,02/04/2024 19:09,,1.85,8.13,37.22,Evening,Thursday,45.28,15.72,276.56,-0.27,6,DC Fast Charger,Long-Distance Traveler
User_835,Hyundai Kona,62,Station_98,San Francisco,02/04/2024 18:00,02/04/2024 20:57,42.22,2.32,35.75,22.33,Morning,Tuesday,79.82,51.08,258.22,18.58,1,DC Fast Charger,Long-Distance Traveler
User_836,BMW i3,140.76,Station_439,Houston,02/04/2024 19:00,02/04/2024 21:18,60.08,2.08,46.15,17.11,Night,Tuesday,37.69,93.8,221.9,-10.72,6,DC Fast Charger,Long-Distance Traveler
User_837,Nissan Leaf,100,Station_216,Los Angeles,02/04/2024 20:00,02/04/2024 22:17,47.2,4.15,43.11,28.56,Afternoon,Thursday,36.35,90.26,85.6,37.58,5,Level 1,Casual Driver
User_838,Nissan Leaf,50,Station_177,Los Angeles,02/04/2024 21:00,02/05/2024 0:52,58.56,2.34,18.58,9.84,Morning,Sunday,52.13,62.52,70.4,-2.28,7,Level 2,Commuter
User_839,Chevy Bolt,75,Station_380,Los Angeles,02/04/2024 22:00,02/05/2024 0:49,18.53,2.34,6.35,18.27,Evening,Thursday,49.89,52.11,187.58,38.79,1,Level 1,Long-Distance Traveler
User_840,Chevy Bolt,75,Station_474,San Francisco,02/04/2024 23:00,02/05/2024 2:39,20.03,1.83,41.62,28.41,Night,Wednesday,20.45,35.97,190.8,25.26,4,Level 2,Commuter
User_841,Hyundai Kona,75,Station_80,New York,02/05/2024 0:00,02/05/2024 2:55,61.12,0.86,,29.08,Evening,Tuesday,68.06,73.87,95.81,1.52,7,Level 1,Long-Distance Traveler
User_842,Hyundai Kona,100,Station_185,San Francisco,02/05/2024 1:00,02/05/2024 3:03,48,2.69,39.15,10.68,Evening,Friday,54.79,78.98,292.7,17.59,2,Level 1,Long-Distance Traveler
User_843,Tesla Model 3,100,Station_367,San Francisco,02/05/2024 2:00,02/05/2024 3:32,60.7,3.07,8.36,38.67,Evening,Thursday,51.67,69.69,156.64,50.54,6,Level 1,Commuter
User_844,Tesla Model 3,50,Station_461,Chicago,02/05/2024 3:00,02/05/2024 4:53,35.84,0.58,8.06,9.08,Evening,Sunday,22.81,94.52,219.1,-9.08,6.81,Level 1,Commuter
User_845,Hyundai Kona,75,Station_399,Chicago,02/05/2024 4:00,02/05/2024 4:54,77.26,2.94,,28.1,Night,Sunday,52.2,54.65,128.63,18.92,1,DC Fast Charger,Casual Driver
User_846,Hyundai Kona,75,Station_27,San Francisco,02/05/2024 5:00,02/05/2024 5:41,44.88,1.68,9.77,9.1,Morning,Friday,62.89,65.65,245.36,22.97,4.06,Level 1,Commuter
User_847,BMW i3,75,Station_452,Houston,02/05/2024 6:00,02/05/2024 8:58,61.57,3.71,41.32,8.42,Evening,Saturday,17.25,58.88,279.52,-2.21,1,Level 1,Long-Distance Traveler
User_848,Chevy Bolt,50,Station_464,Chicago,02/05/2024 7:00,02/05/2024 7:54,24.8,3.82,36.22,14.31,Evening,Friday,20.94,31.8,51.64,23.35,7,Level 2,Commuter
User_849,Tesla Model 3,62,Station_448,San Francisco,02/05/2024 8:00,02/05/2024 8:40,73.08,5.95,8.46,37.45,Afternoon,Sunday,36.79,95.09,228.32,-0.41,2,DC Fast Charger,Commuter
User_850,Chevy Bolt,85,Station_478,New York,02/05/2024 9:00,02/05/2024 10:33,6.54,1.71,13.42,14,Afternoon,Tuesday,61.58,77.78,,36.79,2,DC Fast Charger,Commuter
User_851,Chevy Bolt,62,Station_492,Houston,02/05/2024 10:00,02/05/2024 13:50,22.57,2.96,25.29,22.22,Night,Saturday,51.55,74.14,49.08,24.41,0,Level 1,Commuter
User_852,Hyundai Kona,96.61,Station_414,Los Angeles,02/05/2024 11:00,02/05/2024 13:35,56.52,3,47.83,38.13,Evening,Friday,58.11,83.74,31.2,69.49,0,Level 1,Casual Driver
User_853,BMW i3,75,Station_420,San Francisco,02/05/2024 12:00,02/05/2024 13:19,,3.1,5.17,14.67,Evening,Wednesday,13.24,59.17,280.32,17.79,1,DC Fast Charger,Long-Distance Traveler
User_854,Nissan Leaf,85,Station_195,San Francisco,02/05/2024 13:00,02/05/2024 16:39,76.45,2.27,20.55,11.35,Evening,Wednesday,18.76,62.33,42.62,32.61,3,DC Fast Charger,Long-Distance Traveler
User_855,BMW i3,62,Station_214,Houston,02/05/2024 14:00,02/05/2024 15:58,51.49,3.91,35.22,21.38,Night,Tuesday,62.12,81.29,32.48,-4.12,5,Level 1,Long-Distance Traveler
User_856,BMW i3,100,Station_369,Chicago,02/05/2024 15:00,02/05/2024 17:08,55.78,1.28,5.59,8.05,Night,Wednesday,50.34,86.23,50.91,15.81,1,Level 1,Casual Driver
User_857,Chevy Bolt,62,Station_342,Chicago,02/05/2024 16:00,02/05/2024 18:25,67.78,5.21,9.8,38,Evening,Thursday,79.17,75.99,28.58,-10.66,2,Level 1,Commuter
User_858,BMW i3,73.85,Station_114,Chicago,02/05/2024 17:00,02/05/2024 19:05,37.06,1.68,7.32,38.65,Evening,Saturday,34.22,63.35,23.62,5.66,7,Level 2,Long-Distance Traveler
User_859,Tesla Model 3,50,Station_242,Los Angeles,02/05/2024 18:00,02/05/2024 21:26,40.27,2.78,7.68,14.4,Night,Tuesday,25.04,19.57,202.21,7.7,3,DC Fast Charger,Long-Distance Traveler
User_860,Chevy Bolt,75,Station_124,Houston,02/05/2024 19:00,02/05/2024 19:43,44.77,0.64,20.59,29.61,Evening,Saturday,64.11,90.55,168.53,24.26,2,Level 2,Commuter
User_861,Tesla Model 3,75,Station_305,Houston,02/05/2024 20:00,02/05/2024 20:30,38.21,1.89,35.89,22.23,Morning,Sunday,88.26,73.26,239.29,3.06,6,DC Fast Charger,Long-Distance Traveler
User_862,Nissan Leaf,53.97,Station_76,Chicago,02/05/2024 21:00,02/06/2024 0:58,65.12,2.43,12.31,14.96,Morning,Friday,10.43,107.09,256.21,16.4,7,DC Fast Charger,Commuter
User_863,Chevy Bolt,50,Station_311,Chicago,02/05/2024 22:00,02/05/2024 22:54,64,3.45,30.23,29.53,Night,Thursday,25.46,89.74,220.64,38.35,0,DC Fast Charger,Casual Driver
User_864,Nissan Leaf,85,Station_469,New York,02/05/2024 23:00,02/06/2024 2:36,5.01,1.01,46.88,24.11,Morning,Tuesday,12.62,93.11,139.94,1.6,1,DC Fast Charger,Long-Distance Traveler
User_865,Chevy Bolt,85,Station_312,New York,02/06/2024 0:00,02/06/2024 1:41,49.98,1.44,,34.37,Afternoon,Friday,60.08,76.74,,2.01,3,DC Fast Charger,Long-Distance Traveler
User_866,Hyundai Kona,100,Station_196,San Francisco,02/06/2024 1:00,02/06/2024 2:38,,0.6,,21.59,Evening,Friday,56.46,119.98,110.22,4.14,0,Level 1,Commuter
User_867,BMW i3,62,Station_351,San Francisco,02/06/2024 2:00,02/06/2024 4:42,74.94,1.5,14.43,38.3,Afternoon,Friday,58.89,55.66,22,27.28,4,Level 2,Casual Driver
User_868,Hyundai Kona,75,Station_44,Houston,02/06/2024 3:00,02/06/2024 5:14,40.26,1.44,17.95,18.66,Afternoon,Friday,28.84,85.28,61.05,31.6,6,Level 2,Long-Distance Traveler
User_869,Nissan Leaf,62,Station_415,Houston,02/06/2024 4:00,02/06/2024 6:56,51.2,1.45,45.19,39.2,Afternoon,Friday,75.56,56.57,129.49,15.65,0,DC Fast Charger,Commuter
User_870,BMW i3,85,Station_186,Los Angeles,02/06/2024 5:00,02/06/2024 5:52,54.88,3.04,15.01,31.99,Morning,Tuesday,88.51,94.47,139.54,2.59,5,Level 2,Casual Driver
User_871,Chevy Bolt,85,Station_343,Los Angeles,02/06/2024 6:00,02/06/2024 6:38,50.62,3.76,34.85,28.05,Evening,Wednesday,21.38,58.17,,-7.01,0,Level 2,Commuter
User_872,BMW i3,100,Station_246,New York,02/06/2024 7:00,02/06/2024 9:27,55.66,1.68,30.4,31.64,Evening,Friday,11.01,59.82,179.43,16.05,2,Level 1,Long-Distance Traveler
User_873,Tesla Model 3,85,Station_437,San Francisco,02/06/2024 8:00,02/06/2024 10:03,48.76,2.52,34.48,11.65,Night,Sunday,18.66,51.65,182.12,30.58,5,DC Fast Charger,Long-Distance Traveler
User_874,BMW i3,85,Station_84,New York,02/06/2024 9:00,02/06/2024 12:27,72.96,2.92,29.99,20.52,Afternoon,Sunday,40.21,62.27,256.27,12.99,3,Level 1,Long-Distance Traveler
User_875,Tesla Model 3,62,Station_207,New York,02/06/2024 10:00,02/06/2024 12:53,58.11,2.57,43.48,36.44,Morning,Thursday,74.64,59.83,293.12,24.13,3,Level 2,Commuter
User_876,BMW i3,62,Station_151,San Francisco,02/06/2024 11:00,02/06/2024 12:02,56.52,2.3,12.89,9.43,Afternoon,Tuesday,31.17,68.26,114.19,19.1,1,DC Fast Charger,Casual Driver
User_877,Tesla Model 3,100,Station_156,Los Angeles,02/06/2024 12:00,02/06/2024 14:39,,2.62,47.98,20.98,Afternoon,Monday,42.92,93.85,244.86,8.96,0,DC Fast Charger,Long-Distance Traveler
User_878,Nissan Leaf,26.14,Station_16,San Francisco,02/06/2024 13:00,02/06/2024 13:43,28.78,0.77,7.45,27.52,Evening,Wednesday,27.24,95,162.47,5.29,7,DC Fast Charger,Long-Distance Traveler
User_879,Hyundai Kona,50,Station_165,Chicago,02/06/2024 14:00,02/06/2024 14:30,9.05,1.97,40.91,25.27,Night,Thursday,86.32,82.65,286.84,37.04,3,DC Fast Charger,Commuter
User_880,Chevy Bolt,62,Station_405,Chicago,02/06/2024 15:00,02/06/2024 16:59,51.09,0.95,25.84,7.18,Morning,Sunday,44.7,82.63,121.44,16.95,0,DC Fast Charger,Long-Distance Traveler
User_881,BMW i3,62,Station_463,Chicago,02/06/2024 16:00,02/06/2024 19:35,36.26,2.01,38.15,35.15,Evening,Friday,58.32,67.01,85.38,-0.5,1,DC Fast Charger,Commuter
User_882,Hyundai Kona,62,Station_145,Houston,02/06/2024 17:00,02/06/2024 18:58,77.45,3.31,29.41,5.69,Afternoon,Tuesday,80.65,90.09,238.87,2.25,4,Level 1,Long-Distance Traveler
User_883,Chevy Bolt,62,Station_498,Los Angeles,02/06/2024 18:00,02/06/2024 20:53,68.22,0.89,14.88,17.27,Evening,Tuesday,38.04,62.46,221.38,1.82,4,Level 1,Casual Driver
User_884,Chevy Bolt,100,Station_37,Los Angeles,02/06/2024 19:00,02/06/2024 22:56,57.68,2.88,46.31,33.67,Afternoon,Friday,67.46,64.98,124.08,3.26,0,Level 2,Long-Distance Traveler
User_885,Tesla Model 3,88.87,Station_333,Houston,02/06/2024 20:00,02/06/2024 21:59,20.17,2.45,40.42,37.26,Morning,Sunday,31.56,97.83,96.25,2.84,2,DC Fast Charger,Commuter
User_886,Nissan Leaf,100,Station_403,New York,02/06/2024 21:00,02/07/2024 0:24,78.17,2.13,49,37.74,Evening,Thursday,37.68,72.05,214.62,-4.14,1,DC Fast Charger,Long-Distance Traveler
User_887,Nissan Leaf,85,Station_414,Chicago,02/06/2024 22:00,02/07/2024 1:21,76.95,3.44,36.81,35.73,Evening,Tuesday,66.79,76.5,36.4,9.26,7,Level 1,Commuter
User_888,Hyundai Kona,50,Station_45,Chicago,02/06/2024 23:00,02/07/2024 2:57,62.75,2.07,15.84,33.01,Evening,Saturday,102.58,80.98,,8.27,1,Level 2,Commuter
User_889,Nissan Leaf,85,Station_402,New York,02/07/2024 0:00,02/07/2024 0:43,47.63,1.55,26.01,18.48,Evening,Sunday,18.16,114.53,59.99,24.22,3,Level 2,Commuter
User_890,BMW i3,100,Station_206,San Francisco,02/07/2024 1:00,02/07/2024 4:01,51.74,1.36,26.69,16.05,Evening,Sunday,42.49,93.3,252.94,15.61,3,DC Fast Charger,Casual Driver
User_891,Nissan Leaf,75,Station_62,San Francisco,02/07/2024 2:00,02/07/2024 4:20,41.89,3.74,23.02,26.36,Morning,Wednesday,59.32,94.75,88.92,7.81,3,Level 2,Casual Driver
User_892,Hyundai Kona,85,Station_420,Los Angeles,02/07/2024 3:00,02/07/2024 6:32,71.96,1.66,39.22,26.31,Night,Thursday,30.7,98.24,263.06,12.97,7,Level 2,Long-Distance Traveler
User_893,Nissan Leaf,100,Station_356,Houston,02/07/2024 4:00,02/07/2024 6:52,39.93,2.71,49.12,20.72,Morning,Sunday,43.61,54.32,327.39,8.66,5,DC Fast Charger,Commuter
User_894,BMW i3,85,Station_468,Los Angeles,02/07/2024 5:00,02/07/2024 6:52,30.58,1.01,49.46,22.34,Evening,Friday,12.87,85.48,260.14,19.09,6,DC Fast Charger,Casual Driver
User_895,Tesla Model 3,75,Station_308,San Francisco,02/07/2024 6:00,02/07/2024 7:41,73.61,1.38,26.09,25.48,Afternoon,Sunday,65.82,65.55,,-0.78,1,DC Fast Charger,Commuter
User_896,Hyundai Kona,100,Station_19,New York,02/07/2024 7:00,02/07/2024 10:11,14.11,0.94,26.4,13.57,Afternoon,Thursday,38.22,95.65,,25.19,6,Level 1,Long-Distance Traveler
User_897,Tesla Model 3,50,Station_365,Los Angeles,02/07/2024 8:00,02/07/2024 10:39,38.96,2.43,28.44,10.64,Evening,Saturday,73.11,70.34,77.42,-0.23,6,DC Fast Charger,Commuter
User_898,Tesla Model 3,62,Station_300,Chicago,02/07/2024 9:00,02/07/2024 9:56,60.72,2.19,18.49,20.47,Night,Sunday,35.27,59.63,84.03,2.39,0,Level 2,Casual Driver
User_899,Tesla Model 3,50,Station_7,Chicago,02/07/2024 10:00,02/07/2024 11:43,79.28,3.89,21.28,38.07,Evening,Thursday,69.27,57.64,11.6,38.03,2,Level 1,Casual Driver
User_900,Chevy Bolt,100,Station_249,New York,02/07/2024 11:00,02/07/2024 13:08,30.28,1.79,9.9,15.67,Morning,Sunday,89.57,60.3,214.47,31.55,4,Level 2,Commuter
User_901,Chevy Bolt,50,Station_428,San Francisco,02/07/2024 12:00,02/07/2024 13:41,,1.63,,13.49,Night,Monday,60.9,80.19,191.69,-5.79,2,Level 1,Commuter
User_902,Tesla Model 3,85,Station_117,Chicago,02/07/2024 13:00,02/07/2024 13:52,50.92,2.75,43.41,30.01,Night,Friday,15.91,82.34,120.88,12.46,4,DC Fast Charger,Commuter
User_903,Hyundai Kona,100,Station_68,Chicago,02/07/2024 14:00,02/07/2024 15:37,58.92,2.2,33.53,18.01,Morning,Wednesday,40.21,58.33,95.64,4.84,2,Level 2,Commuter
User_904,BMW i3,50,Station_34,Houston,02/07/2024 15:00,02/07/2024 17:51,6.27,5.67,,7.74,Night,Friday,65.99,140.38,151.08,25.07,1,Level 1,Commuter
User_905,BMW i3,85,Station_194,Los Angeles,02/07/2024 16:00,02/07/2024 19:40,13.09,0.75,31.91,26.6,Evening,Monday,54.26,53.8,272.2,14.52,4,Level 2,Commuter
User_906,Nissan Leaf,50,Station_325,San Francisco,02/07/2024 17:00,02/07/2024 19:26,31.1,0.99,40.14,19.36,Evening,Friday,55.59,99.51,10.93,13.78,0,DC Fast Charger,Long-Distance Traveler
User_907,Hyundai Kona,43.72,Station_55,Los Angeles,02/07/2024 18:00,02/07/2024 20:15,,2.3,21.69,8.6,Afternoon,Friday,46.2,85.31,,26.44,2,Level 1,Long-Distance Traveler
User_908,Chevy Bolt,75,Station_266,San Francisco,02/07/2024 19:00,02/07/2024 21:02,27.69,1.4,47.33,7.23,Morning,Wednesday,27.04,65.83,32.83,19.27,6,Level 2,Casual Driver
User_909,Tesla Model 3,100,Station_480,Chicago,02/07/2024 20:00,02/07/2024 21:34,50.51,2.23,19.09,11.06,Night,Monday,12.87,50.66,121.1,29.29,2,Level 1,Commuter
User_910,Nissan Leaf,62,Station_42,Houston,02/07/2024 21:00,02/07/2024 22:37,20.85,1.5,26.58,15.77,Night,Friday,61.83,85.04,139.37,-2.38,4,DC Fast Charger,Long-Distance Traveler
User_911,BMW i3,100,Station_297,Los Angeles,02/07/2024 22:00,02/08/2024 0:37,45.62,0.91,36.53,36.95,Night,Saturday,55.56,94,,33.5,6,Level 1,Commuter
User_912,Chevy Bolt,58.34,Station_461,Chicago,02/07/2024 23:00,02/08/2024 0:32,39.69,1.4,4.32,13.12,Evening,Sunday,37.05,86.27,103.75,4.34,6,Level 1,Casual Driver
User_913,Chevy Bolt,50,Station_231,San Francisco,02/08/2024 0:00,02/08/2024 2:22,6.82,3.06,17.69,22.37,Morning,Friday,21.39,50.86,244.39,37.49,3,Level 2,Long-Distance Traveler
User_914,Tesla Model 3,50,Station_453,Los Angeles,02/08/2024 1:00,02/08/2024 2:59,55.17,2.29,8.4,10.73,Evening,Tuesday,40.12,67.16,186.42,34.59,7,Level 1,Commuter
User_915,BMW i3,101.02,Station_378,Los Angeles,02/08/2024 2:00,02/08/2024 3:50,152.24,0.71,36.09,32.59,Night,Friday,13.8,58.93,145.16,39.54,5,DC Fast Charger,Commuter
User_916,Hyundai Kona,85,Station_394,Chicago,02/08/2024 3:00,02/08/2024 5:12,60.29,1.85,51.36,34.59,Evening,Wednesday,78.96,69.48,113.36,41.89,4,Level 2,Commuter
User_917,Chevy Bolt,76.34,Station_10,Los Angeles,02/08/2024 4:00,02/08/2024 7:41,16.38,0.86,33.3,13.8,Night,Tuesday,70.55,76.78,193.4,3.32,0.36,Level 1,Commuter
User_918,Tesla Model 3,50,Station_358,Houston,02/08/2024 5:00,02/08/2024 8:09,37.61,3.44,21.07,32.78,Night,Saturday,30.6,101.91,14.92,38.34,1,DC Fast Charger,Commuter
User_919,Hyundai Kona,100,Station_475,Houston,02/08/2024 6:00,02/08/2024 8:25,38.01,2.83,6.59,7.78,Evening,Sunday,48.29,98.25,233.17,-4.15,1,DC Fast Charger,Commuter
User_920,BMW i3,75,Station_444,Chicago,02/08/2024 7:00,02/08/2024 10:56,51.89,1.85,29.9,13.05,Night,Saturday,15.75,57.05,74.53,33.36,3,Level 1,Casual Driver
User_921,Chevy Bolt,62,Station_128,San Francisco,02/08/2024 8:00,02/08/2024 8:42,9.89,1.61,40.44,19.35,Evening,Saturday,14.65,62.33,20.02,19.95,0,Level 1,Commuter
User_922,Hyundai Kona,75,Station_179,Chicago,02/08/2024 9:00,02/08/2024 12:43,73.63,0.96,40.54,27.4,Afternoon,Monday,25.6,50.36,,19.8,2.8,Level 2,Commuter
User_923,Hyundai Kona,62,Station_405,Houston,02/08/2024 10:00,02/08/2024 12:33,10.34,3.71,,31.69,Evening,Saturday,32.99,84.17,47.54,5.19,7,DC Fast Charger,Long-Distance Traveler
User_924,Hyundai Kona,62,Station_392,New York,02/08/2024 11:00,02/08/2024 13:56,69.11,1.26,27.38,20.79,Afternoon,Thursday,20.57,63.35,217.31,41.34,7,DC Fast Charger,Commuter
User_925,Chevy Bolt,75,Station_193,New York,02/08/2024 12:00,02/08/2024 15:01,18.31,6.77,23.92,31.25,Afternoon,Wednesday,14.15,82.2,226.73,13.58,7,DC Fast Charger,Commuter
User_926,Chevy Bolt,75,Station_92,Los Angeles,02/08/2024 13:00,02/08/2024 14:57,41.74,2.61,11.14,16.29,Evening,Monday,26.09,66.72,166.77,19.76,6,Level 1,Long-Distance Traveler
User_927,Nissan Leaf,100,Station_369,Los Angeles,02/08/2024 14:00,02/08/2024 14:40,,2.1,25.34,37.42,Morning,Tuesday,67.27,91.48,102.65,18.68,5.75,Level 1,Long-Distance Traveler
User_928,BMW i3,75,Station_231,New York,02/08/2024 15:00,02/08/2024 18:36,39.15,1.32,9.94,29.7,Morning,Thursday,14.67,60.12,232.78,32.05,4,Level 1,Commuter
User_929,Tesla Model 3,75,Station_78,Houston,02/08/2024 16:00,02/08/2024 16:44,37.12,0.56,8.69,15.12,Evening,Monday,39.8,91.68,18.94,-0.54,5.4,Level 2,Casual Driver
User_930,Hyundai Kona,100,Station_85,Los Angeles,02/08/2024 17:00,02/08/2024 17:39,35.35,2.11,20,60.4,Evening,Wednesday,21.96,69.3,81.97,-7.26,2,DC Fast Charger,Long-Distance Traveler
User_931,Nissan Leaf,62,Station_30,Chicago,02/08/2024 18:00,02/08/2024 19:10,18.03,2.76,20.38,19.46,Night,Tuesday,58.41,146.85,245.74,4.27,5,DC Fast Charger,Long-Distance Traveler
User_932,Tesla Model 3,143.21,Station_213,Chicago,02/08/2024 19:00,02/08/2024 22:04,,2.4,13.48,40.21,Night,Wednesday,33.29,62.65,144.82,-3.74,0,Level 1,Commuter
User_933,Nissan Leaf,50,Station_49,Houston,02/08/2024 20:00,02/08/2024 23:37,45.66,2.51,40.68,31.63,Evening,Wednesday,67.91,65.24,168.81,22.74,6,Level 2,Long-Distance Traveler
User_934,Chevy Bolt,75,Station_265,Los Angeles,02/08/2024 21:00,02/08/2024 22:42,37.97,1.74,4.28,12.13,Morning,Tuesday,35.8,64.91,299.76,18.33,1,Level 2,Commuter
User_935,Hyundai Kona,75,Station_145,Chicago,02/08/2024 22:00,02/08/2024 23:21,45.39,2.09,10.27,32.86,Night,Saturday,87.41,87.13,92.58,6.02,3,Level 2,Casual Driver
User_936,Tesla Model 3,50,Station_69,Los Angeles,02/08/2024 23:00,02/09/2024 1:37,29.98,0.66,7.85,24.38,Night,Friday,45.77,71.42,96.13,-0.64,6,Level 2,Casual Driver
User_937,Tesla Model 3,62,Station_58,Los Angeles,02/09/2024 0:00,02/09/2024 0:57,6.01,2.34,35.13,30.04,Morning,Wednesday,23.71,58.83,191.87,4.79,7,Level 2,Commuter
User_938,Tesla Model 3,50,Station_185,Chicago,02/09/2024 1:00,02/09/2024 2:34,6.62,2.7,19.76,26.55,Evening,Saturday,24.96,68.64,174.82,28.62,7,Level 1,Casual Driver
User_939,Tesla Model 3,100,Station_62,New York,02/09/2024 2:00,02/09/2024 2:46,11.43,1.94,67.93,16.14,Morning,Sunday,12.43,91.49,166.55,21.35,0,Level 1,Commuter
User_940,Tesla Model 3,7.45,Station_479,Chicago,02/09/2024 3:00,02/09/2024 5:04,78.94,2.76,16.98,7.87,Afternoon,Tuesday,21.53,54.86,135.61,-9.44,2.06,Level 1,Long-Distance Traveler
User_941,Nissan Leaf,50,Station_308,Houston,02/09/2024 4:00,02/09/2024 7:21,58.74,2.91,19.94,20.61,Night,Wednesday,19.43,59.52,46.37,0,6,DC Fast Charger,Long-Distance Traveler
User_942,Hyundai Kona,62,Station_445,San Francisco,02/09/2024 5:00,02/09/2024 7:47,68.83,1.62,,39.38,Night,Friday,19.29,58.57,137.23,32.8,6,Level 2,Commuter
User_943,Chevy Bolt,75,Station_296,Chicago,02/09/2024 6:00,02/09/2024 7:32,59.22,1.6,41.43,33.6,Night,Sunday,42.3,56.84,222.96,20.42,7,Level 2,Commuter
User_944,Chevy Bolt,75,Station_166,Los Angeles,02/09/2024 7:00,02/09/2024 10:59,40.86,2.54,6.5,35.75,Morning,Tuesday,13.96,64.56,33.99,3.31,1,DC Fast Charger,Long-Distance Traveler
User_945,Chevy Bolt,62,Station_171,Los Angeles,02/09/2024 8:00,02/09/2024 11:24,56.07,3.59,47.96,37.31,Morning,Monday,38.27,40.63,219.24,-5.19,4,Level 2,Commuter
User_946,Chevy Bolt,62,Station_63,Chicago,02/09/2024 9:00,02/09/2024 10:07,78.24,3.82,16.39,17.73,Evening,Monday,75.68,85.29,46.84,37.88,6,Level 2,Long-Distance Traveler
User_947,Nissan Leaf,50,Station_147,San Francisco,02/09/2024 10:00,02/09/2024 11:39,17.47,0.83,25.79,13.85,Night,Saturday,64,93.61,167.69,9.46,5,Level 2,Commuter
User_948,BMW i3,75,Station_484,Chicago,02/09/2024 11:00,02/09/2024 13:13,26.22,1.11,29.54,33.15,Afternoon,Monday,45.55,63.63,30.16,35.51,0,Level 2,Long-Distance Traveler
User_949,Hyundai Kona,50,Station_306,San Francisco,02/09/2024 12:00,02/09/2024 15:53,70.1,3.62,11.68,15.92,Evening,Thursday,55.57,60.12,165.14,-5.45,4.79,Level 2,Casual Driver
User_950,Tesla Model 3,100,Station_161,San Francisco,02/09/2024 13:00,02/09/2024 14:22,55.41,3.84,29.6,33.46,Morning,Wednesday,16.38,86.68,125.62,5.18,7,Level 1,Casual Driver
User_951,BMW i3,62,Station_141,Houston,02/09/2024 14:00,02/09/2024 17:55,33.47,3.3,43.48,33.64,Afternoon,Wednesday,76.46,81.41,27.77,8.66,6,Level 2,Long-Distance Traveler
User_952,Chevy Bolt,50,Station_334,Los Angeles,02/09/2024 15:00,02/09/2024 18:21,53.58,0.83,27.33,37.02,Evening,Tuesday,18.33,83.75,273.12,5.57,0,Level 1,Long-Distance Traveler
User_953,BMW i3,94.36,Station_97,Los Angeles,02/09/2024 16:00,02/09/2024 18:28,11.29,2.39,6.34,16.39,Morning,Thursday,81.48,83.17,184.15,23.16,4,Level 1,Long-Distance Traveler
User_954,Hyundai Kona,85,Station_446,San Francisco,02/09/2024 17:00,02/09/2024 18:43,6.27,1.08,14.86,11.24,Afternoon,Wednesday,12.44,64.04,195.2,2.88,2.65,Level 1,Long-Distance Traveler
User_955,Tesla Model 3,75,Station_221,Los Angeles,02/09/2024 18:00,02/09/2024 19:23,42.95,1.61,9.87,16.53,Evening,Tuesday,61.35,77.19,40.74,3.73,2,Level 1,Long-Distance Traveler
User_956,Tesla Model 3,75,Station_43,New York,02/09/2024 19:00,02/09/2024 19:49,43.24,3.2,13.11,26.87,Afternoon,Friday,27.78,52.5,187.43,20,7,DC Fast Charger,Casual Driver
User_957,Hyundai Kona,140.51,Station_433,San Francisco,02/09/2024 20:00,02/09/2024 21:48,12.44,2.92,41.67,18.8,Morning,Wednesday,35.47,85.9,168.22,-9.11,5,Level 1,Long-Distance Traveler
User_958,Hyundai Kona,100,Station_292,Los Angeles,02/09/2024 21:00,02/09/2024 22:00,29.18,3.1,5.37,31.67,Evening,Saturday,59.86,58.87,247.43,9.02,3.22,DC Fast Charger,Commuter
User_959,Chevy Bolt,100,Station_378,New York,02/09/2024 22:00,02/10/2024 0:44,74.18,1.07,19.44,22.26,Morning,Wednesday,76.2,93.65,119.34,26.65,6.38,DC Fast Charger,Casual Driver
User_960,Tesla Model 3,100,Station_108,Houston,02/09/2024 23:00,02/10/2024 0:27,72.09,2.5,7.49,20.29,Night,Friday,22.9,94.21,87.68,3.93,4,Level 1,Long-Distance Traveler
User_961,BMW i3,75,Station_266,Los Angeles,02/10/2024 0:00,02/10/2024 2:14,25.33,1.74,29.15,16.59,Night,Friday,17.4,70.37,32.91,6.32,3,Level 2,Commuter
User_962,Nissan Leaf,85,Station_95,New York,02/10/2024 1:00,02/10/2024 1:39,58.51,1.61,19.9,30.09,Afternoon,Wednesday,74.91,80.23,111.46,21.78,4,Level 2,Casual Driver
User_963,Nissan Leaf,85,Station_262,Chicago,02/10/2024 2:00,02/10/2024 2:39,76.58,1.81,28.36,9.01,Night,Friday,68.53,65.88,196.8,28.21,2,Level 1,Commuter
User_964,Hyundai Kona,75,Station_313,Chicago,02/10/2024 3:00,02/10/2024 4:08,32.02,1.29,37.87,22.47,Morning,Tuesday,70.43,87.67,105.96,-2.48,5,Level 1,Long-Distance Traveler
